brand,model_original,model_clean
Subaru,Forester XT S-EDITION,Forester XT S EDITION
Subaru,Impreza,Impreza
Subaru,Impreza GL,Impreza GL
Subaru,Impreza SW GL,Impreza GL
Subaru,Impreza GT,Impreza GT
Subaru,Impreza SW GT,Impreza GT
Subaru,Impreza SW GX,Impreza GX
Subaru,Impreza SD,Impreza SD
Subaru,Impreza SD GX,Impreza SD GX
Subaru,Impreza SD RX,Impreza SD RX
Subaru,Impreza SD WRX,Impreza SD WRX
Subaru,Impreza SD WRX STI,Impreza SD WRX STI
Subaru,Impreza SW WRX,Impreza WRX
Subaru,Impreza WRX,Impreza WRX
Subaru,Impreza WRX STI,Impreza WRX STI
Subaru,Impreza XV,Impreza XV
Subaru,Legacy,Legacy
Subaru,Legacy SW,Legacy
Subaru,Legacy GL,Legacy GL
Subaru,Legacy GL/ GLS,Legacy GL GLS
Subaru,Legacy GL TW,Legacy GL TW
Subaru,Legacy GT,Legacy GT
Subaru,Legacy GX,Legacy GX
Subaru,Legacy GX TW,Legacy GX TW
Subaru,Outback,Outback
Subaru,SVX Cupê,SVX Cupê
Subaru,TRIBECA,TRIBECA
Subaru,Vivio SD GLI,Vivio SD GLI
Subaru,XV,XV
Suzuki,Baleno,Baleno
Suzuki,Baleno Wagon,Baleno
Suzuki,Grand Vitara,Grand Vitara
Suzuki,Grand Vitara L.EDI.,Grand Vitara L.EDI.
Suzuki,Grand Vitara S. EDITI.,Grand Vitara S. EDITI.
Suzuki,Grand Vitara Sport,Grand Vitara Sport
Suzuki,Grand Vitara XL_7,Grand Vitara XL_7
Suzuki,Ignis,Ignis
Suzuki,Ignis WRS,Ignis WRS
Suzuki,Jimny,Jimny
Suzuki,Jimny CANVAS,Jimny CANVAS
Suzuki,Jimny Sierra,Jimny Sierra
Suzuki,Jimny Wide/ Jimny/4ALL,Jimny Wide Jimny 4ALL
Suzuki,Wagon R+,R+
Suzuki,S-CROSS,S CROSS
Suzuki,Samurai JX Canvas,Samurai JX Canvas
Suzuki,Samurai JX Metal,Samurai JX Metal
Suzuki,Sidekick Canvas,Sidekick Canvas
Suzuki,Sidekick Metal,Sidekick Metal
Suzuki,Super Carry Van/ Furgão,Super Carry
Suzuki,Swift Hatch,Swift
Suzuki,Swift Hatch/ Sedan,Swift
Suzuki,Swift Sedan,Swift
Suzuki,Swift GL,Swift GL
Suzuki,Swift GTi,Swift GTi
Suzuki,Swift GTI Convers.,Swift GTI Convers.
Suzuki,Swift Sport,Swift Sport
Suzuki,Swift Sport R,Swift Sport R
Suzuki,SX4,SX4
Suzuki,SX4 S-CROSS ALLGRIP GLS,SX4 S CROSS ALLGRIP GLS
Suzuki,SX4 S-CROSS ALLGRIP GLX,SX4 S CROSS ALLGRIP GLX
Suzuki,SX4 S-CROSS GL,SX4 S CROSS GL
Suzuki,SX4 S-CROSS GLX,SX4 S CROSS GLX
Suzuki,Vitara,Vitara
Suzuki,Vitara JLX,Vitara JLX
Suzuki,Vitara JLX Canvas,Vitara JLX Canvas
Suzuki,Vitara JLX Metal,Vitara JLX Metal
Toyota,Avalon XLS,Avalon XLS
Toyota,Band. Jipe,Band. Jipe
Toyota,Band.Jipe Cap.de Aço Chas. Curto Diesel,Band.Jipe Cap.de Aço Chas. Curto
Toyota,Band.Jipe Cap.de Aço Chas. Longo Diesel,Band.Jipe Cap.de Aço Chas. Longo
Toyota,Band.Jipe Capota de Lona Diesel,Band.Jipe Capota de Lona
Toyota,Band.Picape CD,Band.Picape CD
Toyota,Band.Picape Chassi Curto Diesel,Band.Picape Chassi Curto
Toyota,Band.Picape Chassi Longo Diesel,Band.Picape Chassi Longo
Toyota,Camry LE,Camry LE
Toyota,Camry SW LE,Camry LE
Toyota,Camry SW XLE,Camry XLE
Toyota,Camry XLE,Camry XLE
Toyota,Celica GT,Celica GT
Toyota,Celica ST,Celica ST
Toyota,Corolla Altis,Corolla Altis
Toyota,Corolla ALTIS/A.Premiu.,Corolla ALTIS A.Premiu.
Toyota,Corolla Altis Prem.,Corolla Altis Prem.
Toyota,Corolla Cross GR-S,Corolla Cross GR S
Toyota,Corolla Cross SE,Corolla Cross SE
Toyota,Corolla Cross XR,Corolla Cross XR
Toyota,Corolla Cross XRE,Corolla Cross XRE
Toyota,Corolla Cross XRV,Corolla Cross XRV
Toyota,Corolla Cross XRX,Corolla Cross XRX
Toyota,Corolla DX/ SW DX,Corolla DX DX
Toyota,Corolla Dynamic,Corolla Dynamic
Toyota,Corolla Fielder SW,Corolla Fielder
Toyota,Corolla Fielder SW S,Corolla Fielder S
Toyota,Corolla Fielder SW SE-G,Corolla Fielder SE G
Toyota,Corolla GLi,Corolla GLi
Toyota,Corolla GLi Upper,Corolla GLi Upper
Toyota,Corolla GLi Upper Black P.,Corolla GLi Upper Black P.
Toyota,Corolla GR Circuit,Corolla GR Circuit
Toyota,Corolla GR Core,Corolla GR Core
Toyota,Corolla GR-Sport,Corolla GR Sport
Toyota,Corolla LE,Corolla LE
Toyota,Corolla SW LE,Corolla LE
Toyota,Corolla S,Corolla S
Toyota,Corolla SE-G,Corolla SE G
Toyota,Corolla WG,Corolla WG
Toyota,Corolla XEi,Corolla XEi
Toyota,Corolla XLi,Corolla XLi
Toyota,Corolla XRS,Corolla XRS
Toyota,Corona Aut.,Corona
Toyota,Corona GLi Mec,Corona GLi Mec
Toyota,Corona Mec.,Corona Mec.
Toyota,ETIOS,ETIOS
Toyota,ETIOS CROSS,ETIOS CROSS
Toyota,ETIOS PLATINUM,ETIOS PLATINUM
Toyota,ETIOS PLATINUM Sed.,ETIOS PLATINUM Sed.
Toyota,ETIOS READY!,ETIOS READY!
Toyota,ETIOS X,ETIOS X
Toyota,ETIOS X Sedan,ETIOS X
Toyota,ETIOS X Plus,ETIOS X Plus
Toyota,ETIOS X Plus Sedan,ETIOS X Plus
Toyota,ETIOS XLS,ETIOS XLS
Toyota,ETIOS XLS Sedan,ETIOS XLS
Toyota,ETIOS XS,ETIOS XS
Toyota,ETIOS XS Sedan,ETIOS XS
Toyota,ETIOS XS Sedan1.5 Flex,ETIOS XS Sedan1.5
Toyota,Hiace Furgão DX,Hiace DX
Toyota,Hiace Minibus DX,Hiace Minibus DX
Toyota,Hilux,Hilux
Toyota,Hilux CD,Hilux CD
Toyota,Hilux CD Conquest,Hilux CD Conquest
Toyota,Hilux CD D4-D,Hilux CD D4 D
Toyota,Hilux CD DLX,Hilux CD DLX
Toyota,Hilux CD DX,Hilux CD DX
Toyota,Hilux CD GR-S,Hilux CD GR S
Toyota,Hilux CD Limited,Hilux CD Limited
Toyota,Hilux CD SR,Hilux CD SR
Toyota,Hilux CD SR CHALL.,Hilux CD SR CHALL.
Toyota,Hilux CD SR D4-D,Hilux CD SR D4 D
Toyota,Hilux CD SR5,Hilux CD SR5
Toyota,Hilux CD SRV,Hilux CD SRV
Toyota,Hilux CD SRV D4-D,Hilux CD SRV D4 D
Toyota,Hilux CD SRX,Hilux CD SRX
Toyota,Hilux CD SRX Limited,Hilux CD SRX Limited
Toyota,Hilux CD SRX Plus,Hilux CD SRX Plus
Toyota,Hilux Chassi,Hilux Chassi
Toyota,Hilux Chassi D4-D,Hilux Chassi D4 D
Toyota,Hilux CS,Hilux CS
Toyota,Hilux CS D4-D,Hilux CS D4 D
Toyota,Hilux CS DLX,Hilux CS DLX
Toyota,Hilux CS DX,Hilux CS DX
Toyota,Hilux CS SR5,Hilux CS SR5
Toyota,Hilux CS SRV,Hilux CS SRV
Toyota,Hilux SW4,Hilux SW4
Toyota,Hilux SW4 Diamond,Hilux SW4 Diamond
Toyota,Hilux SW4 GRS,Hilux SW4 GRS
Toyota,Hilux SW4 SR,Hilux SW4 SR
Toyota,Hilux SW4 SR D4-D,Hilux SW4 SR D4 D
Toyota,Hilux SW4 SRV,Hilux SW4 SRV
Toyota,Hilux SW4 SRV D4-D,Hilux SW4 SRV D4 D
Toyota,Hilux SW4 SRX,Hilux SW4 SRX
Toyota,Hilux SW4 SRX Diamo.,Hilux SW4 SRX Diamo.
Toyota,Hilux SW4 SRX Plat.,Hilux SW4 SRX Plat.
Toyota,Land Cruiser,Land Cruiser
Toyota,Land Cruiser Prado,Land Cruiser Prado
Toyota,MR-2 Turbo,MR
Toyota,Paseo,Paseo
Toyota,Previa LE,Previa LE
Toyota,Previa LX,Previa LX
Toyota,PRIUS,PRIUS
Toyota,RAV4,RAV4
Toyota,Supra,Supra
Toyota,T-100,T
Toyota,YARIS Cross XRE,YARIS Cross XRE
Toyota,YARIS Cross XRX,YARIS Cross XRX
Toyota,YARIS S,YARIS S
Toyota,YARIS X-WAY,YARIS X WAY
Toyota,YARIS X-WAY Connect,YARIS X WAY Connect
Toyota,YARIS XL,YARIS XL
Toyota,YARIS XL Sedan,YARIS XL
Toyota,YARIS XL Live,YARIS XL Live
Toyota,YARIS XL Live Sedan,YARIS XL Live
Toyota,YARIS XL Plus Con.,YARIS XL Plus Con.
Toyota,YARIS XL Plus Con. Sed.,YARIS XL Plus Con. Sed.
Toyota,YARIS XL Plus T. Sed.,YARIS XL Plus T. Sed.
Toyota,YARIS XL Plus Tech,YARIS XL Plus Tech
Toyota,YARIS XLS,YARIS XLS
Toyota,YARIS XLS Sedan,YARIS XLS
Toyota,YARIS XLS Connect,YARIS XLS Connect
Toyota,YARIS XLS Connect Sed.,YARIS XLS Connect Sed.
Toyota,YARIS XS,YARIS XS
Toyota,YARIS XS Sedan,YARIS XS
Toyota,YARIS XS Connect,YARIS XS Connect
Toyota,YARIS XS Connect Sedan,YARIS XS Connect
Troller,PANTANAL,PANTANAL
Troller,RF Esport,RF Esport
Troller,RF Esport T-4,RF Esport T
Troller,T-4,T
Troller,T-4 BOLD,T BOLD
Troller,T-4 Connect,T Connect
Troller,T-4 DESERT STORM,T DESERT STORM
Troller,T-4 TRAIL,T TRAIL
Troller,T-4 TX4,T TX4
Troller,T-4 TX4 Connect,T TX4 Connect
Volvo,C30,C30
Volvo,C30 T-5,C30 T
Volvo,C30 T-5 R-DESIGN,C30 T R DESIGN
Volvo,C40 Pure  (Elétrico),C40 Pure
Volvo,C40 Recharge Plus (Elétrico),C40 Recharge Plus
Volvo,C40 Twin Ultimate (Elétrico),C40 Twin Ultimate
Volvo,C70 Cabriolet,C70
Volvo,C70 Cupê,C70 Cupê
Volvo,EC40 Black Edition Ultra AWD P8,EC40 Black Edition Ultra P8
Volvo,EC40 Plus P6 (Elétrico),EC40 Plus P6
Volvo,EC40 Ultra AWD P8 (Elétrico),EC40 Ultra P8
Volvo,EX30 E40 Core (Elétrico),EX30 E40 Core
Volvo,EX30 E60 Core (Elétrico),EX30 E60 Core
Volvo,EX30 E60 Cross Country AWD,EX30 E60 Cross Country
Volvo,EX30 E60 Plus (Elétrico),EX30 E60 Plus
Volvo,EX30 E60 Ultra (Elétrico),EX30 E60 Ultra
Volvo,EX40 Black Edition Ultra AWD P8,EX40 Black Edition Ultra P8
Volvo,EX40 Plus P6 (Elétrico),EX40 Plus P6
Volvo,EX40 Ultra P8 AWD (Elétrico),EX40 Ultra P8
Volvo,EX90 Twin Ultra AWD (Elétrico),EX90 Twin Ultra
Volvo,850 GLE,GLE
Volvo,850 GLE SW,GLE
Volvo,460 GLT,GLT
Volvo,850 GLT,GLT
Volvo,850 GLT SW,GLT
Volvo,850 R SW,R
Volvo,S40,S40
Volvo,S40 T,S40 T
Volvo,S40 T-4,S40 T
Volvo,S40 T-5,S40 T
Volvo,S40 T-4 ARM Aut.,S40 T ARM
Volvo,S40 T-4 ARM Mec.,S40 T ARM Mec.
Volvo,S60 R,S60 R
Volvo,S60 T,S60 T
Volvo,S60 T-4,S60 T
Volvo,S60 T-5,S60 T
Volvo,S60 T-6,S60 T
Volvo,S60 T-5 INSCRIPTION,S60 T INSCRIPTION
Volvo,S60 T-4 KINETIC,S60 T KINETIC
Volvo,S60 T-5 KINETIC,S60 T KINETIC
Volvo,S60 T-4 MOMENTUM,S60 T MOMENTUM
Volvo,S60 T-5 MOMENTUM,S60 T MOMENTUM
Volvo,S60 T-5 R-DESIGN,S60 T R DESIGN
Volvo,S60 T-6 R-DESIGN,S60 T R DESIGN
Volvo,S60 T-8 R-DESIGN,S60 T R DESIGN
Volvo,S60 T8 POLESTAR,S60 T8 POLESTAR
Volvo,S70,S70
Volvo,S70 R,S70 R
Volvo,S70 R Aut.,S70 R
Volvo,S70 T-5,S70 T
Volvo,S80,S80
Volvo,S80 T-6 Executive,S80 T Executive
Volvo,S80 T-6 Executive ARM,S80 T Executive ARM
Volvo,S80 T6,S80 T6
Volvo,S90 T-8  INSCRIPT,S90 T INSCRIPT
Volvo,850 Sedan,Sedan
Volvo,960 Sedan,Sedan
Volvo,850 T-5 SW,T
Volvo,440 Turbo,Turbo
Volvo,850 TURBO,TURBO
Volvo,940 Turbo/ SW Turbo,Turbo
Volvo,V40,V40
Volvo,V40 T-4,V40 T
Volvo,V40 T-4 ARM Aut.,V40 T ARM
Volvo,V40 T-4 Cross Country,V40 T Cross Country
Volvo,V40 T-5 Cross Country,V40 T Cross Country
Volvo,V40 T-3 KINETIC,V40 T KINETIC
Volvo,V40 T-4 KINETIC,V40 T KINETIC
Volvo,V40 T-4 MOMENTUM,V40 T MOMENTUM
Volvo,V40 T-5 R-DESIGN,V40 T R DESIGN
Volvo,V50,V50
Volvo,V50 T-5,V50 T
Volvo,V60 T-4 KINETIC,V60 T KINETIC
Volvo,V60 T-5 KINETIC,V60 T KINETIC
Volvo,V60 T-4 MOMENTUM,V60 T MOMENTUM
Volvo,V60 T-5 MOMENTUM,V60 T MOMENTUM
Volvo,V60 T-5 R-DESIGN,V60 T R DESIGN
Volvo,V60 T-6 R-DESIGN,V60 T R DESIGN
Volvo,V70,V70
Volvo,V70 Cross Country,V70 Cross Country
Volvo,V70 R,V70 R
Volvo,V70 T,V70 T
Volvo,V70 T5,V70 T5
Volvo,V70 XC/ XC,V70 XC XC
Volvo,XC,XC
VW - VolksWagen,AMAROK CD2.0,AMAROK CD2.0
VW - VolksWagen,AMAROK Comfor.,AMAROK Comfor.
VW - VolksWagen,AMAROK Comfor. CD,AMAROK Comfor. CD
VW - VolksWagen,AMAROK CS2.0,AMAROK CS2.0
VW - VolksWagen,AMAROK Extreme CD,AMAROK Extreme CD
VW - VolksWagen,AMAROK Hig. Extreme CD,AMAROK Hig. Extreme CD
VW - VolksWagen,AMAROK Hig.ULTIMATE CD,AMAROK Hig.ULTIMATE CD
VW - VolksWagen,AMAROK High.CD,AMAROK High.CD
VW - VolksWagen,AMAROK Highline CD,AMAROK Highline CD
VW - VolksWagen,AMAROK SE CD,AMAROK SE CD
VW - VolksWagen,AMAROK T. Dark Label CD,AMAROK T. Dark Label CD
VW - VolksWagen,AMAROK Trendline CD,AMAROK Trendline CD
VW - VolksWagen,Apolo GL,Apolo GL
VW - VolksWagen,Apolo GLS/ Vip,Apolo GLS Vip
VW - VolksWagen,Bora,Bora
VW - VolksWagen,Caravelle,Caravelle
VW - VolksWagen,Corrado,Corrado
VW - VolksWagen,Corrado G-60,Corrado G
VW - VolksWagen,CROSSFOX,CROSSFOX
VW - VolksWagen,CROSSFOX  I MOTION,CROSSFOX I MOTION
VW - VolksWagen,CROSSFOX I MOTION,CROSSFOX I MOTION
VW - VolksWagen,Delivery Express Turbo Diesel (E6),Delivery Express
VW - VolksWagen,Delivery Express+ Turbo Diesel,Delivery Express+
VW - VolksWagen,EOS Cab.,EOS Cab.
VW - VolksWagen,Eurovan,Eurovan
VW - VolksWagen,Fox,Fox
VW - VolksWagen,Fox BLUEMOTION,Fox BLUEMOTION
VW - VolksWagen,Fox BlueMotion,Fox BlueMotion
VW - VolksWagen,Fox City,Fox City
VW - VolksWagen,Fox Comfortline,Fox Comfortline
VW - VolksWagen,Fox Comfortline I Motion,Fox Comfortline I Motion
VW - VolksWagen,Fox Connect,Fox Connect
VW - VolksWagen,Fox Connect I Motion,Fox Connect I Motion
VW - VolksWagen,Fox extreme,Fox extreme
VW - VolksWagen,Fox Highline I MOTION,Fox Highline I MOTION
VW - VolksWagen,Fox Highline1.6 Flex,Fox Highline1.6
VW - VolksWagen,Fox PEPPER,Fox PEPPER
VW - VolksWagen,Fox PEPPER I MOTION,Fox PEPPER I MOTION
VW - VolksWagen,Fox Plus,Fox Plus
VW - VolksWagen,Fox PRIME/Hghi. IMOTION,Fox PRIME Hghi. IMOTION
VW - VolksWagen,Fox PRIME/Higli.,Fox PRIME Higli.
VW - VolksWagen,Fox Rock in Rio,Fox Rock in Rio
VW - VolksWagen,Fox Route,Fox Route
VW - VolksWagen,Fox RUN,Fox RUN
VW - VolksWagen,Fox SELEÇÃO,Fox SELEÇÃO
VW - VolksWagen,Fox SELEÇÃO IMOTION,Fox SELEÇÃO IMOTION
VW - VolksWagen,Fox Sportline/Sports,Fox Sportline Sports
VW - VolksWagen,Fox SUNRISE,Fox SUNRISE
VW - VolksWagen,Fox TRACK,Fox TRACK
VW - VolksWagen,Fox Trendline,Fox Trendline
VW - VolksWagen,Fox Xtreme,Fox Xtreme
VW - VolksWagen,Fusca,Fusca
VW - VolksWagen,Gol,Gol
VW - VolksWagen,Gol (novo),Gol
VW - VolksWagen,Gol Furgao,Gol
VW - VolksWagen,Gol Furgão,Gol
VW - VolksWagen,Gol TSi,Gol
VW - VolksWagen,Gol BLACK,Gol BLACK
VW - VolksWagen,Gol City,Gol City
VW - VolksWagen,Gol City (Trend),Gol City
VW - VolksWagen,Gol City (Trend)/Titan,Gol City Titan
VW - VolksWagen,Gol CL,Gol CL
VW - VolksWagen,Gol CLi / CL,Gol CLi CL
VW - VolksWagen,Gol CLi / CL/ Copa/ Stones,Gol CLi CL Copa Stones
VW - VolksWagen,Gol Comfort. I MOTION,Gol Comfort. I MOTION
VW - VolksWagen,Gol Comfortline,Gol Comfortline
VW - VolksWagen,Gol COPA,Gol COPA
VW - VolksWagen,Gol ECOMOTION,Gol ECOMOTION
VW - VolksWagen,Gol GL,Gol GL
VW - VolksWagen,Gol GLi / GL/ Atlanta,Gol GLi GL Atlanta
VW - VolksWagen,Gol GLS,Gol GLS
VW - VolksWagen,Gol GT/GTS,Gol GT GTS
VW - VolksWagen,Gol GTi,Gol GTi
VW - VolksWagen,Gol I MOTION,Gol I MOTION
VW - VolksWagen,Gol L,Gol L
VW - VolksWagen,Gol Last Edition,Gol Last Edition
VW - VolksWagen,Gol Plus,Gol Plus
VW - VolksWagen,Gol Rallye,Gol Rallye
VW - VolksWagen,Gol Rallye I MOTION,Gol Rallye I MOTION
VW - VolksWagen,Gol Rock in Rio,Gol Rock in Rio
VW - VolksWagen,Gol SELEÇÃO,Gol SELEÇÃO
VW - VolksWagen,Gol Special,Gol Special
VW - VolksWagen,Gol Special/ Special Xtreme,Gol Special Special Xtreme
VW - VolksWagen,Gol TECH,Gol TECH
VW - VolksWagen,Gol TRACK,Gol TRACK
VW - VolksWagen,Gol Trendline,Gol Trendline
VW - VolksWagen,Gol Trendline I MOTION,Gol Trendline I MOTION
VW - VolksWagen,Gol Trendline I Motion,Gol Trendline I Motion
VW - VolksWagen,Golf,Golf
VW - VolksWagen,Golf  BLACK EDITON,Golf BLACK EDITON
VW - VolksWagen,Golf Variant Comf.,Golf Comf.
VW - VolksWagen,Golf Comfort.,Golf Comfort.
VW - VolksWagen,Golf Variant Comfort.,Golf Comfort.
VW - VolksWagen,Golf Comfortline,Golf Comfortline
VW - VolksWagen,Golf Variant Comfortline,Golf Comfortline
VW - VolksWagen,Golf Flash,Golf Flash
VW - VolksWagen,Golf GL,Golf GL
VW - VolksWagen,Golf GLX,Golf GLX
VW - VolksWagen,Golf GT,Golf GT
VW - VolksWagen,Golf GTE TSI,Golf GTE
VW - VolksWagen,Golf GTI,Golf GTI
VW - VolksWagen,Golf GTi,Golf GTi
VW - VolksWagen,Golf GTi Cabrio,Golf GTi Cabrio
VW - VolksWagen,Golf GTI VR6/ Golf,Golf GTI VR6 Golf
VW - VolksWagen,Golf Variant High.,Golf High.
VW - VolksWagen,Golf Variant Highli.,Golf Highli.
VW - VolksWagen,Golf Highline,Golf Highline
VW - VolksWagen,Golf Variant Highline,Golf Highline
VW - VolksWagen,Golf SILVER EDIT.,Golf SILVER EDIT.
VW - VolksWagen,Golf Sportline,Golf Sportline
VW - VolksWagen,Golf  TECH,Golf TECH
VW - VolksWagen,Grand Saveiro Xtreme/Street,Grand Saveiro Xtreme Street
VW - VolksWagen,JETTA,JETTA
VW - VolksWagen,JETTA Variant,JETTA
VW - VolksWagen,JETTA Comfort.,JETTA Comfort.
VW - VolksWagen,JETTA Comfortline,JETTA Comfortline
VW - VolksWagen,JETTA GLI,JETTA GLI
VW - VolksWagen,JETTA  GLX III,JETTA GLX III
VW - VolksWagen,JETTA Highline,JETTA Highline
VW - VolksWagen,JETTA R-Line,JETTA R Line
VW - VolksWagen,JETTA Trendline,JETTA Trendline
VW - VolksWagen,Kombi Furgão,Kombi
VW - VolksWagen,Kombi Furgão Diesel,Kombi
VW - VolksWagen,Kombi Carat,Kombi Carat
VW - VolksWagen,Kombi Escolar,Kombi Escolar
VW - VolksWagen,Kombi Escolar/50 anos,Kombi Escolar anos
VW - VolksWagen,Kombi LAST EDITION,Kombi LAST EDITION
VW - VolksWagen,Kombi Lotação,Kombi Lotação
VW - VolksWagen,Kombi Pick-Up,Kombi Pick Up
VW - VolksWagen,Kombi Pick-Up Diesel,Kombi Pick Up
VW - VolksWagen,Kombi Standard,Kombi Standard
VW - VolksWagen,Kombi Standard/ Luxo/ Série Prata,Kombi Standard Luxo Série Prata
VW - VolksWagen,Logus,Logus
VW - VolksWagen,Logus GLi / GL,Logus GLi GL
VW - VolksWagen,Logus GLS,Logus GLS
VW - VolksWagen,Logus GLSi / GLS,Logus GLSi GLS
VW - VolksWagen,Logus Wolfsburg Edition,Logus Wolfsburg Edition
VW - VolksWagen,New Beetle,New Beetle
VW - VolksWagen,Nivus Comfortline,Nivus Comfortline
VW - VolksWagen,Nivus GTS,Nivus GTS
VW - VolksWagen,Nivus Highline,Nivus Highline
VW - VolksWagen,Nivus Launching Ed.,Nivus Launching Ed.
VW - VolksWagen,Nivus Sense,Nivus Sense
VW - VolksWagen,Parati,Parati
VW - VolksWagen,Parati CROSSOVER,Parati
VW - VolksWagen,Parati C,Parati C
VW - VolksWagen,Parati CL,Parati CL
VW - VolksWagen,Parati CLi / CL/ Atlanta,Parati CLi CL Atlanta
VW - VolksWagen,Parati COMFORTLINE,Parati COMFORTLINE
VW - VolksWagen,Parati Evidence,Parati Evidence
VW - VolksWagen,Parati GL,Parati GL
VW - VolksWagen,Parati GLi / GL,Parati GLi GL
VW - VolksWagen,Parati GLS,Parati GLS
VW - VolksWagen,Parati GLSi,Parati GLSi
VW - VolksWagen,Parati GTi,Parati GTi
VW - VolksWagen,Parati Plus/ LS/ S,Parati Plus LS S
VW - VolksWagen,Parati SURF,Parati SURF
VW - VolksWagen,Parati TITAN,Parati TITAN
VW - VolksWagen,Parati Utility,Parati Utility
VW - VolksWagen,Passat,Passat
VW - VolksWagen,Passat Turbo,Passat
VW - VolksWagen,Passat Variant,Passat
VW - VolksWagen,Passat Variant Turbo,Passat
VW - VolksWagen,Passat CC,Passat CC
VW - VolksWagen,Passat Comfortline,Passat Comfortline
VW - VolksWagen,Passat Highline,Passat Highline
VW - VolksWagen,Passat  L/LS/LSe/GL/GLS/TS/Fla/Vill/Plus,Passat L LS LSe GL GLS TS Fla Vill Plus
VW - VolksWagen,Passat Pointer GTS,Passat Pointer GTS
VW - VolksWagen,Passat R-Line TB,Passat R Line TB
VW - VolksWagen,Passat Variant R-Line TB,Passat R Line TB
VW - VolksWagen,Passat TB,Passat TB
VW - VolksWagen,Passat Variant VR6,Passat VR6
VW - VolksWagen,Passat VR6,Passat VR6
VW - VolksWagen,Pointer,Pointer
VW - VolksWagen,Pointer GLi,Pointer GLi
VW - VolksWagen,Pointer GTi,Pointer GTi
VW - VolksWagen,Polo,Polo
VW - VolksWagen,Polo Sedan,Polo
VW - VolksWagen,Polo BLUEMOTION,Polo BLUEMOTION
VW - VolksWagen,Polo Classic,Polo Classic
VW - VolksWagen,Polo Classic/ Special,Polo Classic Special
VW - VolksWagen,Polo Comfort.,Polo Comfort.
VW - VolksWagen,Polo Comfortline TSI,Polo Comfortline
VW - VolksWagen,Polo Sedan Evidence,Polo Evidence
VW - VolksWagen,Polo GT,Polo GT
VW - VolksWagen,Polo GTI,Polo GTI
VW - VolksWagen,Polo GTS,Polo GTS
VW - VolksWagen,Polo Highline,Polo Highline
VW - VolksWagen,Polo Highline TSI,Polo Highline
VW - VolksWagen,Polo I MOTION,Polo I MOTION
VW - VolksWagen,Polo Sedan I MOTION,Polo I MOTION
VW - VolksWagen,Polo Next,Polo Next
VW - VolksWagen,Polo Robust,Polo Robust
VW - VolksWagen,Polo Sed. COMFORT.,Polo Sed. COMFORT.
VW - VolksWagen,Polo Sed./Sed. COMF.,Polo Sed. Sed. COMF.
VW - VolksWagen,Polo Sed.COMFORT. I MOTION,Polo Sed.COMFORT. I MOTION
VW - VolksWagen,Polo Sense TSI,Polo Sense
VW - VolksWagen,Polo SPORTLINE,Polo SPORTLINE
VW - VolksWagen,Polo Sportline,Polo Sportline
VW - VolksWagen,Polo SPORTLINE I MOTION,Polo SPORTLINE I MOTION
VW - VolksWagen,Polo Track,Polo Track
VW - VolksWagen,Polo Track First Edition,Polo Track First Edition
VW - VolksWagen,Polo Track Rock in Rio,Polo Track Rock in Rio
VW - VolksWagen,Quantum,Quantum
VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG,Quantum CLi CL C CS CD CG
VW - VolksWagen,Quantum Evidence,Quantum Evidence
VW - VolksWagen,Quantum Exclusive,Quantum Exclusive
VW - VolksWagen,Quantum GLi / GL,Quantum GLi GL
VW - VolksWagen,Quantum GLSi / GLS,Quantum GLSi GLS
VW - VolksWagen,Santana,Santana
VW - VolksWagen,Santana CLi /CL /C,Santana CLi CL C
VW - VolksWagen,Santana COMFORTLINE,Santana COMFORTLINE
VW - VolksWagen,Santana CS/CD/CG,Santana CS CD CG
VW - VolksWagen,Santana Evidenc,Santana Evidenc
VW - VolksWagen,Santana Exclusiv,Santana Exclusiv
VW - VolksWagen,Santana GLi / GL/ Sport,Santana GLi GL Sport
VW - VolksWagen,Santana GLSi / GLS,Santana GLSi GLS
VW - VolksWagen,Saveiro,Saveiro
VW - VolksWagen,Saveiro CROSSOVER,Saveiro
VW - VolksWagen,Saveiro Diesel (todas),Saveiro
VW - VolksWagen,Saveiro TSi,Saveiro
VW - VolksWagen,Saveiro City,Saveiro City
VW - VolksWagen,Saveiro CL,Saveiro CL
VW - VolksWagen,Saveiro CL/ Summer,Saveiro CL Summer
VW - VolksWagen,Saveiro CROSS,Saveiro CROSS
VW - VolksWagen,Saveiro Extreme,Saveiro Extreme
VW - VolksWagen,Saveiro FUN,Saveiro FUN
VW - VolksWagen,Saveiro GL,Saveiro GL
VW - VolksWagen,Saveiro Highline,Saveiro Highline
VW - VolksWagen,Saveiro Pepper,Saveiro Pepper
VW - VolksWagen,Saveiro Robust,Saveiro Robust
VW - VolksWagen,Saveiro Rock in Rio,Saveiro Rock in Rio
VW - VolksWagen,Saveiro SPORTLINE,Saveiro SPORTLINE
VW - VolksWagen,Saveiro Startline,Saveiro Startline
VW - VolksWagen,Saveiro Super Surf,Saveiro Super Surf
VW - VolksWagen,Saveiro SURF,Saveiro SURF
VW - VolksWagen,Saveiro TITAN,Saveiro TITAN
VW - VolksWagen,Saveiro Trendline,Saveiro Trendline
VW - VolksWagen,Saveiro TROOPER,Saveiro TROOPER
VW - VolksWagen,SpaceCross,SpaceCross
VW - VolksWagen,SpaceCross I MOTION,SpaceCross I MOTION
